last,first,state,cabc,caic,cbill,claw,cpass,sabc,saic,sbill,slaw,spass,ssabc,ssaic,ssbill,sslaw,sspass,congress,cgnum,icpsr,year,dem,majority,elected,female,afam,latino,votepct,dwnom1,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,allbill,allaic,allabc,allpass,alllaw,les,lagles,meddist,power,up_for_reelection,freshman,majparty_dist,deleg_size,benchmark,expectation,cong_icpsr,icpsr_2,name,party,count_co_by_mem_sn,count_spon_by_mem_sn,count_dem_co_sn,count_rep_co_sn,count_spon_cosponsored_SN,mean_cospon_spon_SN,mean_pct_cospon_opp_spon_SN,count_opposing_co_spon_sn,cong,cong_icpsr_2,count_co_by_mem_sn_nc,count_spon_by_mem_sn_nc,count_dem_co_sn_nc,count_rep_co_sn_nc,count_spon_cosponsored_SN_nc,mean_cospon_spon_SN_nc,mean_pct_cospon_opp_spon_SN_nc,count_opposing_co_spon_sn_nc,mean_prop_cospon_opp_spon_SN_ss,prop_co_bipart_ss,votepct_sq,perc_co_bipart,mean_prop_cospon_opp_spon_SN,prop_co_bipart,pct_aic,pct_abc,pct_pass,pct_law,gridlock,post1994,bipart_sq,prop_spon_bi_cospon,prop_spon_bi_cospon_all,count_spon_no_cospon,prop_spon_no_cospon,mean_prop_cospon_opp_spon_SN_nc,perc_co_bipart_nc,prop_co_bipart_nc,normbipart,time,majsize,majmargin,demmd,repmd,ptydiff,normptydiff,normvotepct,nonclaw
Symms,Steven,ID,0,0,1,0,0,1,1,19,0,1,0,0,0,0,0,102,1013,14056,1990,0,0,1980,0,0,0,52,0.6909999847412109,0,0,6,0,0,0,0,20,1,1,1,0,0.19618888199329376,0.4805205762386322,0.8899999856948853,1,1,0,1.0064736604690552,2,0.499973326921463,1,102.14056,14056,676,200,149,20,63,86,15,13.8666666666667,15.7663451397682,8,102,102.14056,147,19,61,86,15,13.8666666666667,15.7663451397682,8,NA,0.583333333333333,2704,42.28188,0.15766345,0.42281878,5,5,100,0,100,0,0.024857763,0.53333336,0.4,5,0.25,0.15766345,41.496597,0.414966,-1.1140506,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.8210961,0
Dixon,Alan,IL,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,102,944,14902,1990,1,1,1980,0,0,0,65,-0.1710000038146973,0,1,6,1,0.3440000116825104,0,0,27,3,0,0,0,0.2100883573293686,0.5376698970794678,0.0279999952763319,0,1,0,0.14447370171546936,22,1.1120684146881104,1,102.14902,14902,208,100,150,27,117,33,15,8,23.0607984607985,11,102,102.14902,144,27,113,31,15,8,23.0607984607985,11,NA,0.037037037037037,4225,22,0.23060799,0.22,11.111111,0,NA,NA,100,0,0.053180043,0.73333335,0.4074074,12,0.44444445,0.23060799,21.527779,0.21527779,-0.6777607,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.55671173,0
Simon,Paul,IL,0,0,0,0,0,5,14,45,1,4,5,4,6,1,3,102,1008,14275,1990,1,1,1984,0,0,0,65,-0.4050000011920929,0,1,4,1,0.3440000116825104,0,0,51,18,10,7,2,1.9219305515289309,1.5185033082962036,0.20600000023841855,1,0,0,0.08952630311250687,22,0.9952842593193054,3,102.14275,14275,639,100,307,51,255,52,33,6.54545454545455,15.7045499558869,14,102,102.14275,300,51,250,50,33,6.54545454545455,15.7045499558869,14,0.393333333333333,0.0945945945945946,4225,16.938110000000002,0.1570455,0.1693811,35.294117,19.607843,70,28.571428,96.07843,0,0.024663288,0.42424244,0.27450982,18,0.3529412,0.1570455,16.666666,0.16666666,-1.1177467,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.55671173,2
Coats,Daniel,IN,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,102,934,14806,1990,0,0,1989,0,0,0,54,0.3790000081062317,0,0,2,0,0,0,0,22,2,0,0,0,0.16244986653327942,0.3880480229854584,0.578000009059906,0,1,0,0.6944736838340759,10,0.2664051651954651,2,102.14806,14806,152,200,149,22,58,91,14,9.07142857142857,17.9751900760304,9,102,102.14806,145,22,57,88,14,9.07142857142857,17.9751900760304,9,NA,0.695652173913043,2916,38.926174,0.1797519,0.38926175,9.090909,0,NA,NA,100,0,0.032310747,0.64285713,0.4090909,8,0.36363637,0.1797519,39.310345,0.39310345,-0.981937,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.6091257,0
Lugar,Richard,IN,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,102,982,14506,1990,0,0,1976,0,0,0,68,0.2849999964237213,0,0,8,0,0,0,0,15,0,0,0,0,0.0794878900051117,0.05812280625104904,0.4839999973773956,1,0,0,0.6004737019538879,10,0.6167574524879456,1,102.14506,14506,446,200,131,15,61,70,9,4.22222222222222,29.9382716049383,6,102,102.14506,127,14,59,68,8,4.625,33.6805555555556,6,NA,0.789473684210526,4624,46.564884,0.29938272,0.46564883,0,0,NA,NA,100,0,0.08963001,0.6666667,0.4,6,0.4,0.33680555,46.45669,0.46456692,-0.2664109,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.8746674,0
Dole,Robert,KS,0,0,0,0,0,4,6,35,1,3,1,1,2,0,0,102,946,10513,1990,0,0,1968,0,0,0,70,0.3070000112056732,0,0,12,1,0.16899999976158142,0,1,37,7,5,3,1,0.7781065702438354,1.3136802911758425,0.5059999823570251,1,1,0,0.6224737167358398,5,0.8503255844116211,2,102.10513,10513,212,200,132,37,51,81,32,14.125,17.896644406221,15,102,102.10513,129,37,49,80,32,14.125,17.896644406221,15,0,0.611111111111111,4900,38.636364,0.17896645,0.38636363,18.918919,13.513514,60,33.333332,97.297295,0,0.032028988,0.46875,0.4054054,5,0.13513513,0.17896645,37.984497,0.37984496,-0.9866349,9,57,7,-0.335,0.283,0.61800003,-0.61160594,1.0866379,1
Kassebaum,Nancy,KS,0,0,0,0,0,0,4,27,0,0,1,1,1,0,0,102,971,14708,1990,0,0,1978,1,0,0,74,0.16099999845027924,0,0,7,0,0,0,0,28,5,1,0,0,0.3333771526813507,0.6208522915840149,0.35999998450279236,1,0,0,0.4764736890792846,5,0.5583654046058655,2,102.14708,14708,396,200,142,28,78,64,19,6.21052631578947,46.8962639392002,15,102,102.14708,138,28,76,62,19,6.21052631578947,46.8962639392002,15,1,0.71875,5476,54.929577,0.46896264,0.5492958,17.857143,3.5714285,0,NA,100,0,0.21992595,0.7894737,0.53571427,9,0.32142857,0.46896264,55.072464,0.5507246,0.74786675,9,57,7,-0.335,0.283,0.61800003,-0.61160594,1.5105788,0
Ford,Wendell,KY,0,0,2,0,0,7,4,18,4,7,4,4,4,0,2,102,952,14302,1990,1,1,1974,0,0,0,75,-0.2630000114440918,1,1,9,1,0.07800000160932541,1,0,24,8,11,9,4,1.7123252153396606,1.3499562740325928,0.06400001049041748,1,1,0,0.05247369036078453,7,2.2799623012542725,2,102.14302,14302,256,100,124,24,95,29,14,6.71428571428571,43.4396258503401,9,102,102.14302,118,22,91,27,14,6.71428571428571,43.4396258503401,9,0.374404761904762,0.08,5625,23.387096,0.43439627,0.23387097,33.333332,45.833332,81.818184,44.444443,83.333336,0,0.18870011,0.64285713,0.375,10,0.41666666,0.43439627,22.881355,0.22881356,0.5411212,9,57,7,-0.335,0.283,0.61800003,-0.61160594,1.6165639,4
McConnell,Mitch,KY,0,0,0,0,0,4,9,24,1,2,1,1,2,0,0,102,985,14921,1990,0,0,1984,0,0,0,52,0.35199999809265137,0,0,4,0,0,0,0,26,10,5,2,1,0.7329903244972229,0.39478880167007446,0.5509999990463257,1,0,0,0.6674736738204956,7,0.3831892609596253,3,102.14921,14921,478,200,101,26,41,60,16,9.375,32.0310157421289,12,102,102.14921,99,26,39,60,16,9.375,32.0310157421289,12,0.133333333333333,0.611111111111111,2704,40.59406,0.32031015,0.4059406,38.46154,19.23077,40,50,96.15385,0,0.10259859,0.75,0.46153846,10,0.3846154,0.32031015,39.39394,0.3939394,-0.14124146,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.8210961,1
Breaux,John,LA,0,0,1,0,0,0,6,39,0,0,2,2,4,0,0,102,925,13056,1990,1,1,1986,0,0,0,53,-0.20000000298023224,0,1,3,0,0,0,0,44,8,2,0,0,0.5669991374015808,0.555894672870636,0.00100000295788049,1,1,0,0.1154736950993538,8,0.9368922114372252,2,102.13056,13056,80,100,122,44,96,26,27,10.3703703703704,42.1383444300557,19,102,102.13056,117,43,91,26,26,10.7307692307692,43.7590499850579,19,0.666666666666667,0.130434782608696,2809,21.311476,0.42138344,0.21311475,18.181818,4.5454545,0,NA,100,0,0.17756401,0.7037037,0.4318182,17,0.38636363,0.4375905,22.222221,0.22222221,0.46328992,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.7151109,0
Johnston,J.,LA,1,1,1,0,1,7,14,53,2,5,6,8,10,0,2,102,970,14107,1990,1,1,1972,0,0,0,54,-0.2179999947547913,1,1,10,1,0.15000000596046448,0,0,64,23,14,8,2,2.1356589794158936,3.1821603775024414,0.01899999566376209,1,0,0,0.09747370332479476,8,2.3383543491363525,2,102.14107,14107,391,100,154,64,117,37,22,4.68181818181818,53.7381936245573,16,102,102.14107,149,63,112,37,21,4.80952380952381,56.2971552257267,16,0.727453102453103,0,2916,24.025974,0.53738195,0.24025974,35.9375,21.875,57.142857,25,96.875,0,0.28877935,0.72727275,0.25,42,0.65625,0.56297153,24.832214,0.24832214,1.1570908,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.6091257,2
Kennedy,Edward,MA,0,0,0,0,0,18,20,60,5,10,13,13,18,6,7,102,973,10808,1990,1,1,1962,0,0,0,65,-0.4569999873638153,1,1,15,0,0,0,0,78,33,31,17,11,5.596993923187256,6.697560787200928,0.257999986410141,0,0,0,0.14152628183364868,11,2.630314588546753,3,102.10808,10808,404,100,182,78,156,26,69,11.5217391304348,30.9431560130916,47,102,102.10808,179,78,153,26,69,11.5217391304348,30.9431560130916,47,0.36604743979744,0.145454545454545,4225,14.285714,0.30943155,0.14285713,42.307693,39.74359,54.83871,64.70588,85.89744,0,0.09574789,0.68115944,0.6025641,9,0.115384616,0.30943155,14.52514,0.1452514,-0.2063076,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.55671173,11
Kerry,John,MA,0,0,1,0,0,4,8,24,1,3,2,2,3,0,0,102,975,14920,1990,1,1,1984,0,0,0,57,-0.37599998712539673,0,1,4,0,0,0,0,28,10,6,3,1,0.8605896234512329,0.8018231391906738,0.1769999861717224,1,0,0,0.0605262853205204,11,0.9952842593193054,2,102.1492,14920,409,100,209,28,183,26,17,5.76470588235294,16.2957264435859,8,102,102.1492,206,27,181,25,17,5.76470588235294,16.2957264435859,8,0.271929824561403,0.114754098360656,3249,12.440191,0.16295727,0.12440191,35.714287,21.428572,50,33.333332,96.42857,0,0.02655507,0.47058824,0.2857143,11,0.39285713,0.16295727,12.135922,0.12135922,-1.0823877,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.29117,1
Mikulski,Barbara,MD,0,0,0,0,0,0,2,23,0,0,1,1,1,1,1,102,987,14440,1990,1,1,1986,1,0,0,61,-0.3709999918937683,0,1,3,0,0,0,0,24,3,1,1,1,0.5880537033081055,0.29479965567588806,0.171999990940094,1,1,0,0.05552629008889198,8,0.9368922114372252,2,102.1444,14440,497,100,251,24,211,40,16,7.75,12.9149844720497,7,102,102.1444,248,24,208,40,16,7.75,12.9149844720497,7,0.333333333333333,0.140350877192982,3721,15.936255,0.12914984,0.15936255,12.5,4.1666665,100,100,95.833336,0,0.016679682,0.4375,0.29166666,8,0.33333334,0.12914984,16.129032,0.16129032,-1.2845939,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.13277087,1
Sarbanes,Paul,MD,0,0,1,0,0,2,5,21,1,2,2,1,2,0,0,102,1004,13039,1990,1,1,1976,0,0,0,62,-0.44600000977516174,0,1,8,1,0.25200000405311584,0,0,24,6,4,2,1,0.6387174725532532,0.1538008451461792,0.24700000882148743,1,0,0,0.13052630424499512,8,1.2288525104522705,2,102.13039,13039,610,100,146,24,132,14,17,9.47058823529412,19.7198879551821,8,102,102.13039,142,23,130,12,17,9.47058823529412,19.7198879551821,8,0.833333333333333,0.0681818181818182,3844,9.589041,0.19719888,0.09589041,25,16.666666,50,50,95.833336,0,0.0388874,0.47058824,0.33333334,7,0.29166666,0.19719888,8.450705,0.08450705,-0.8775845,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.23875608,1
Cohen,William,ME,0,0,1,0,0,0,1,10,0,0,1,1,1,1,1,102,936,14010,1990,0,0,1978,0,0,0,61,0.04399999976158142,0,0,7,0,0,0,0,12,2,1,1,1,0.4967528283596039,0.27488330006599426,0.24300000071525577,0,0,0,0.35947370529174805,2,0.5583654046058655,2,102.1401,14010,161,200,151,12,97,54,9,10.6666666666667,51.602819694925,7,102,102.1401,147,11,95,52,9,10.6666666666667,51.602819694925,7,1,0.6875,3721,64.23841,0.5160282,0.6423841,16.666666,8.333333,100,100,91.666664,0,0.26628512,0.7777778,0.5833333,3,0.25,0.5160282,64.62585,0.6462585,1.0293716,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.13277087,1
Mitchell,George,ME,0,0,0,0,0,5,5,27,1,4,4,3,6,1,2,102,988,14713,1990,1,1,1980,0,0,0,81,-0.3720000088214874,0,0,7,0,0,1,0,33,8,9,6,2,1.4668984413146973,1.988316535949707,0.1730000078678131,1,0,0,0.0565263070166111,2,0.6980894804000854,3,102.14713,14713,501,100,105,33,92,13,27,14.9259259259259,20.6394145803382,17,102,102.14713,102,33,89,13,27,14.9259259259259,20.6394145803382,17,0.203890923890924,0.142857142857143,6561,12.380953,0.20639415,0.12380953,24.242424,27.272728,66.666664,33.333332,93.93939,0,0.042598546,0.6296296,0.5151515,6,0.18181819,0.20639415,12.745098,0.12745099,-0.82258654,9,57,7,-0.335,0.283,0.61800003,-0.61160594,2.2524753,2
Levin,Carl,MI,0,0,1,0,0,4,6,17,2,3,4,5,5,1,2,102,979,14709,1990,1,1,1978,0,0,0,57,-0.4120000004768371,0,1,7,0,0,0,0,23,11,8,5,3,1.545724630355835,1.1082788705825806,0.21299999952316284,0,0,0,0.09652630239725112,18,1.1704604625701904,2,102.14709,14709,436,100,179,23,153,26,17,3.23529411764706,33.1372549019608,11,102,102.14709,176,22,150,26,17,3.23529411764706,33.1372549019608,11,0.625,0.0952380952380952,3249,14.52514,0.33137256,0.1452514,47.826088,34.782608,62.5,60,86.95652,0,0.109807774,0.64705884,0.47826087,6,0.26086956,0.33137256,14.772727,0.14772727,-0.07507584,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.29117,3
Riegle,Donald,MI,1,1,3,0,1,5,6,48,1,5,8,5,9,3,7,102,998,11043,1990,1,1,1976,0,0,0,60,-0.39399999380111694,1,1,8,0,0,0,0,60,12,14,13,4,2.8801310062408447,2.0109639167785645,0.19499999284744263,1,0,0,0.07852629572153091,18,2.2215702533721924,2,102.11043,11043,582,100,211,60,167,44,36,8.16666666666667,37.1093669452997,24,102,102.11043,207,57,165,42,35,8.37142857142857,38.1696345723083,24,0.407142857142857,0.127659574468085,3600,20.85308,0.37109366,0.20853081,20,23.333334,92.85714,30.76923,93.333336,0,0.13771051,0.6666667,0.4,24,0.4,0.38169634,20.289856,0.20289856,0.16250078,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.026785644,4
Durenberger,Dave,MN,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,102,949,14703,1990,0,0,1978,0,0,0,56,0.0520000010728836,0,0,7,0,0,0,0,46,0,0,0,0,0.2574959695339203,0.2369104027748108,0.25099998712539673,1,0,0,0.36747369170188904,8,0.5583654046058655,1,102.14703,14703,224,200,181,46,118,63,23,6.8695652173913,44.0502854633289,16,102,102.14703,176,46,115,61,23,6.8695652173913,44.0502854633289,16,NA,0.764705882352941,3136,65.19337,0.44050285,0.65193367,0,0,NA,NA,100,0,0.19404276,0.6956522,0.3478261,23,0.5,0.44050285,65.34091,0.6534091,0.5776454,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.39715523,0
Wellstone,Paul,MN,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,102,1017,49101,1990,1,1,1990,0,0,0,50,-0.527999997138977,0,0,1,0,0,0,0,7,1,0,0,0,0.07064694911241531,NA,0.32899999618530273,0,0,1,0.2125262916088104,8,0.34773722290992737,1,102.49101,49101,725,100,178,7,160,18,1,2,0,0,102,102.49101,173,4,157,16,1,2,0,0,0,0.111111111111111,2500,10.11236,0,0.1011236,14.285714,0,NA,NA,100,0,0,0,0,6,0.85714287,0,9.248555,0.092485555,-2.0570545,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-1.0330665,0
Bond,Christopher,MO,0,0,0,0,0,1,2,18,0,1,0,0,0,0,0,102,922,15501,1990,0,0,1986,0,0,0,53,0.2849999964237213,0,0,3,0,0,0,0,18,2,1,1,0,0.20912139117717743,0.21916528046131137,0.4839999973773956,1,1,0,0.6004737019538879,9,0.32479721307754517,2,102.15501,15501,64,200,129,18,66,63,15,7.13333333333333,21.9033852857382,8,102,102.15501,124,18,64,60,15,7.13333333333333,21.9033852857382,8,NA,0.80952380952381,2809,51.162792,0.21903385,0.5116279,11.111111,5.5555553,100,0,100,0,0.047975827,0.53333336,0.44444445,3,0.16666667,0.21903385,51.612904,0.516129,-0.746987,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.7151109,0
Danforth,John,MO,1,1,1,0,1,1,1,32,0,0,3,2,6,2,3,102,941,14501,1990,0,0,1976,0,0,0,68,0.16500000655651093,0,0,8,0,0,0,0,39,4,5,4,2,1.2671304941177368,0.7746909260749817,0.3639999926090241,1,0,0,0.4804736971855163,9,0.6167574524879456,3,102.14501,14501,197,200,122,39,58,64,25,8.6,32.3425218260001,13,102,102.14501,120,38,56,64,24,8.91666666666667,33.6901269020834,13,0.191919191919192,0.6,4624,47.540985,0.3234252,0.47540987,10.256411,12.820513,80,50,94.871796,0,0.104603864,0.52,0.33333334,14,0.35897437,0.33690128,46.666668,0.46666667,-0.12260992,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.8746674,2
Cochran,Thad,MS,0,0,0,0,0,1,2,11,1,1,0,0,0,0,0,102,935,14009,1990,0,0,1978,0,0,0,100,0.2680000066757202,0,0,7,0,0,0,1,11,2,1,1,1,0.2856302261352539,0.1037851870059967,0.4670000076293946,1,0,0,0.5834736824035645,5,0.5583654046058655,2,102.14009,14009,157,200,197,11,84,113,7,10,27.0908363345338,3,102,102.14009,191,11,81,110,7,10,27.0908363345338,3,NA,0.75,10000,42.639595,0.27090836,0.42639595,18.181818,9.090909,100,100,90.90909,0,0.07339134,0.42857143,0.27272728,4,0.36363637,0.27090836,42.40838,0.4240838,-0.43671942,9,57,7,-0.335,0.283,0.61800003,-0.61160594,4.2661943,1
Lott,Trent,MS,1,2,3,1,1,0,3,11,0,0,0,0,0,0,0,102,981,14031,1990,0,0,1988,0,0,0,54,0.45399999618530273,0,0,2,0,0,0,1,14,5,1,1,1,0.16869421303272247,0.3212614953517914,0.652999997138977,0,0,0,0.769473671913147,5,0.2664051651954651,2,102.14031,14031,444,200,182,14,77,105,8,14.25,23.4427966101695,3,102,102.14031,179,11,75,104,6,9,22.5,2,NA,0.772727272727273,2916,42.307693,0.23442796,0.42307693,35.714287,7.142857,100,100,92.85714,0,0.05495647,0.375,0.21428572,6,0.42857143,0.225,41.89944,0.4189944,-0.654913,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.6091257,0
Baucus,Max,MT,0,0,0,0,0,2,6,24,0,0,3,3,5,0,2,102,918,14203,1990,1,1,1978,0,0,0,68,-0.24799999594688416,0,1,7,1,0.11400000005960464,0,0,29,9,5,2,0,0.8086585402488708,1.0116108655929563,0.04899999499320984,1,0,0,0.06747370213270187,2,1.1704604625701904,2,102.14203,14203,31,100,107,29,73,34,21,7.76190476190476,60.2078979740044,19,102,102.14203,102,29,70,32,21,7.76190476190476,60.2078979740044,19,0.665714285714286,0.235294117647059,4624,31.775702,0.602079,0.317757,31.034483,17.241379,40,0,100,0,0.3624991,0.9047619,0.6551724,8,0.27586207,0.602079,31.37255,0.3137255,1.5440514,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.8746674,0
Burns,Conrad,MT,0,0,1,0,0,1,6,13,1,1,0,0,0,0,0,102,931,15701,1990,0,0,1988,0,0,0,52,0.3449999988079071,0,0,2,0,0,0,0,14,6,1,1,1,0.3765444755554199,0.27255508303642273,0.543999969959259,0,0,0,0.6604737043380737,2,0.2664051651954651,2,102.15701,15701,104,200,228,14,102,126,11,10.3636363636364,38.7956487956488,9,102,102.15701,225,13,100,125,11,10.3636363636364,38.7956487956488,9,NA,0.730769230769231,2704,44.736843,0.3879565,0.44736844,42.857143,7.142857,100,100,92.85714,0,0.15051025,0.8181818,0.64285713,3,0.21428572,0.3879565,44.444443,0.44444442,0.26335943,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.8210961,1
Helms,Jesse,NC,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,102,966,14105,1990,0,0,1972,0,0,0,53,0.746999979019165,0,0,10,0,0,0,0,31,1,0,0,0,0.19317971169948575,0.3933030366897583,0.9459999799728394,1,0,0,1.0624736547470093,11,0.7335415482521057,1,102.14105,14105,345,200,141,31,54,87,8,3.25,56.875,6,102,102.14105,140,31,53,87,8,3.25,56.875,6,NA,0.647058823529412,2809,38.29787,0.56875,0.3829787,3.2258065,0,NA,NA,100,0,0.32347658,0.75,0.19354838,23,0.7419355,0.56875,37.857143,0.37857142,1.344707,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.7151109,0
Sanford,Terry,NC,2,3,3,0,1,2,4,29,0,2,0,1,1,0,0,102,1003,15504,1990,1,1,1986,0,0,0,52,-0.3190000057220459,0,1,3,0,0,0,0,33,8,4,3,0,0.4638291299343109,0.3238643407821655,0.12000000476837158,1,1,0,0.00352630577981472,11,0.9368922114372252,1,102.15504,15504,606,100,176,33,140,36,13,13.4615384615385,30.0893550893551,7,102,102.15504,171,30,136,35,13,13.4615384615385,30.0893550893551,7,0.166666666666667,0.128205128205128,2704,20.454546,0.30089355,0.20454545,24.242424,12.121212,75,0,100,0,0.09053692,0.53846157,0.21212122,20,0.6060606,0.30089355,20.467836,0.20467836,-0.25737444,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.8210961,0
Burdick,Quentin,ND,0,0,1,0,0,3,3,6,0,2,1,1,1,0,1,102,930,1252,1990,1,1,1960,0,0,0,59,-0.3869999945163727,0,0,16,0,0,0,0,8,4,4,3,0,0.44697239995002747,1.6555700302124023,0.18799999356269836,0,0,0,0.07152629643678665,1,1.2236179113388062,1,102.1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481,NA,NA,NA,50,50,75,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.079199575,0
Conrad,Kent,ND,0,0,0,0,0,2,8,16,0,1,1,1,1,0,1,102,937,15502,1990,1,1,1986,0,0,0,50,-0.3799999952316284,0,1,3,0,0,0,0,17,9,3,2,0,0.5310167670249939,0.4921784698963166,0.1809999942779541,1,1,0,0.06452629715204239,1,0.9368922114372252,2,102.15502,15502,167,100,229,17,168,61,11,7.54545454545455,15.2988677988678,6,102,102.15502,226,17,165,61,11,7.54545454545455,15.2988677988678,6,0.428571428571429,0.142857142857143,2500,26.637554,0.15298867,0.26637554,52.941177,17.647058,66.666664,0,100,0,0.023405533,0.54545456,0.3529412,6,0.3529412,0.15298867,26.99115,0.2699115,-1.142011,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-1.0330665,0
Exon,J.,NE,0,0,1,0,0,3,3,16,1,2,4,4,4,1,2,102,950,14704,1990,1,1,1978,0,0,0,59,-0.2160000056028366,0,1,7,0,0,0,0,21,7,7,4,2,1.245926856994629,1.7644178867340088,0.01700000651180744,0,0,0,0.09947369247674942,3,1.1704604625701904,2,102.14704,14704,240,100,107,21,84,23,14,3.5,38.9115646258503,8,102,102.14704,102,20,81,21,14,3.5,38.9115646258503,8,0.611904761904762,0.142857142857143,3481,21.495327,0.38911563,0.21495327,33.333332,33.333332,57.142857,50,90.47619,0,0.15141098,0.5714286,0.3809524,7,0.33333334,0.38911563,20.588236,0.20588236,0.27029234,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.079199575,2
Kerrey,J.,NE,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,102,974,15702,1990,1,1,1988,0,0,0,57,-0.2630000114440918,0,0,2,0,0,0,0,6,0,0,0,0,0.03358643129467964,0.04068596288561821,0.06400001049041748,1,0,0,0.05247369036078453,3,0.40612927079200745,1,102.15702,15702,407,100,92,6,78,14,5,3.8,7.77777777777778,2,102,102.15702,90,6,76,14,5,3.8,7.77777777777778,2,NA,0.1,3249,15.217391,0.07777778,0.1521739,0,0,NA,NA,100,0,0.006049383,0.4,0.33333334,1,0.16666667,0.07777778,15.555555,0.15555555,-1.5918564,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-0.29117,0
Rudman,Warren,NH,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,102,1002,14909,1990,0,0,1980,0,0,0,63,0.24799999594688416,0,0,6,0,0,0,0,3,2,2,1,1,0.5292428135871887,0.2170022279024124,0.44699999690055847,1,1,0,0.5634737014770508,2,0.499973326921463,2,102.14909,14909,600,200,52,3,25,27,3,18.6666666666667,51.6339869281046,2,102,102.14909,51,3,24,27,3,18.6666666666667,51.6339869281046,2,0.774509803921569,0.444444444444444,3969,48.076923,0.5163399,0.48076925,66.666664,66.666664,50,100,66.666664,0,0.2666069,0.6666667,0.6666667,0,0,0.5163399,47.058823,0.47058824,1.0312358,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.34474128,1
Smith,Bob,NH,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,102,1010,15116,1990,0,0,1990,0,0,0,65,0.7760000228881836,0,0,1,0,0,0,0,6,1,1,0,0,0.07980819046497345,NA,0.975000023841858,0,0,1,1.0914736986160278,2,0.208013117313385,1,102.15116,15116,646,200,178,6,38,140,5,9.2,12.7027027027027,2,102,102.15116,175,6,37,138,5,9.2,12.7027027027027,2,NA,0.461538461538462,4225,21.348314,0.12702702,0.21348314,16.666666,16.666666,0,NA,100,0,0.016135864,0.4,0.33333334,1,0.16666667,0.12702702,21.142857,0.21142857,-1.2972908,9,57,7,-0.335,0.283,0.61800003,-0.61160594,0.55671173,0
Bradley,Bill,NJ,0,0,0,0,0,4,11,45,1,3,0,0,0,0,0,102,924,14702,1990,1,1,1978,0,0,0,50,-0.3540000021457672,0,1,7,0,0,0,0,45,11,4,3,1,0.8174985647201538,1.0529829263687134,0.1550000011920929,1,0,0,0.03852630034089088,14,1.1704604625701904,2,102.14702,14702,76,100,150,45,127,23,34,6.23529411764706,12.6345121381886,11,102,102.14702,145,45,122,23,34,6.23529411764706,12.6345121381886,11,NA,0.108108108108108,2500,15.333333,0.12634513,0.15333334,24.444445,8.888889,75,33.333332,97.77778,0,0.01596309,0.32352942,0.24444444,11,0.24444444,0.12634513,15.862069,0.15862069,-1.3013693,9,57,7,-0.335,0.283,0.61800003,-0.61160594,-1.0330665,1
